route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
R002,WEEK_ALL,T002_013,Al Amin,0,S002
R002,WEEK_ALL,T002_014,Al Amin,0,S002
R002,WEEK_ALL,T002_015,Al Amin,0,S002
R002,WEEK_ALL,T002_016,Al Amin,0,S002
R002,WEEK_ALL,T002_017,Al Amin,0,S002
R002,WEEK_ALL,T002_018,Al Amin,0,S002
R002,WEEK_ALL,T002_019,Al Amin,0,S002
R002,WEEK_ALL,T002_020,Al Amin,0,S002
R002,WEEK_ALL,T002_021,Al Amin,0,S002
R002,WEEK_ALL,T002_022,Al Amin,0,S002
R002,WEEK_ALL,T002_023,Al Amin,0,S002
R002,WEEK_ALL,T002_024,Al Amin,0,S002
R002,WEEK_ALL,T002_025,Al Amin,0,S002
R002,WEEK_ALL,T002_026,Al Amin,0,S002
R002,WEEK_ALL,T002_027,Al Amin,0,S002
R002,WEEK_ALL,T002_028,Al Amin,0,S002
R002,WEEK_ALL,T002_029,Al Amin,0,S002
R002,WEEK_ALL,T002_030,Al Amin,0,S002
R002,WEEK_ALL,T002_031,Al Amin,0,S002
R002,WEEK_ALL,T002_032,Al Amin,0,S002
R002,WEEK_ALL,T002_033,Al Amin,0,S002
R002,WEEK_ALL,T002_034,Al Amin,0,S002
R002,WEEK_ALL,T002_035,Al Amin,0,S002
R002,WEEK_ALL,T002_036,Al Amin,0,S002
R002,WEEK_ALL,T002_037,Al Amin,0,S002
R002,WEEK_ALL,T002_038,Al Amin,0,S002
R002,WEEK_ALL,T002_039,Al Amin,0,S002
R002,WEEK_ALL,T002_040,Al Amin,0,S002
R002,WEEK_ALL,T002_041,Al Amin,0,S002
R003,WEEK_ALL,T003_001,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_002,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_003,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_004,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_005,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_006,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_007,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_008,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_009,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_010,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_011,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_012,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_013,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_014,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_015,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_016,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_017,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_018,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_019,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_020,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_021,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_022,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_023,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_024,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_025,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_026,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_027,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_028,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_029,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_030,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_031,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_032,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_033,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_034,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_035,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_036,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_037,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_038,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_039,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_040,Al Khamstlaf,0,S003
R003,WEEK_ALL,T003_041,Al Khamstlaf,0,S003
R004,WEEK_ALL,T004_001,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_002,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_003,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_004,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_005,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_006,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_007,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_008,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_009,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_010,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_011,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_012,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_013,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_014,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_015,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_016,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_017,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_018,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_019,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_020,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_021,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_022,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_023,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_024,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_025,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_026,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_027,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_028,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_029,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_030,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_031,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_032,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_033,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_034,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_035,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_036,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_037,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_038,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_039,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_040,El Zahour Regular,0,S004
R004,WEEK_ALL,T004_041,El Zahour Regular,0,S004
R005,WEEK_ALL,T005_001,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_002,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_003,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_004,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_005,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_006,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_007,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_008,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_009,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_010,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_011,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_012,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_013,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_014,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_015,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_016,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_017,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_018,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_019,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_020,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_021,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_022,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_023,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_024,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_025,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_026,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_027,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_028,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_029,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_030,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_031,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_032,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_033,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_034,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_035,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_036,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_037,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_038,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_039,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_040,El Zahour Outer,0,S005
R005,WEEK_ALL,T005_041,El Zahour Outer,0,S005
R006,WEEK_ALL,T006_001,Kasra,0,S006
R006,WEEK_ALL,T006_002,Kasra,0,S006
R006,WEEK_ALL,T006_003,Kasra,0,S006
R006,WEEK_ALL,T006_004,Kasra,0,S006
R006,WEEK_ALL,T006_005,Kasra,0,S006
R006,WEEK_ALL,T006_006,Kasra,0,S006
R006,WEEK_ALL,T006_007,Kasra,0,S006
R006,WEEK_ALL,T006_008,Kasra,0,S006
R006,WEEK_ALL,T006_009,Kasra,0,S006
R006,WEEK_ALL,T006_010,Kasra,0,S006
R006,WEEK_ALL,T006_011,Kasra,0,S006
R006,WEEK_ALL,T006_012,Kasra,0,S006
R006,WEEK_ALL,T006_013,Kasra,0,S006
R006,WEEK_ALL,T006_014,Kasra,0,S006
R006,WEEK_ALL,T006_015,Kasra,0,S006
R006,WEEK_ALL,T006_016,Kasra,0,S006
R006,WEEK_ALL,T006_017,Kasra,0,S006
R006,WEEK_ALL,T006_018,Kasra,0,S006
R006,WEEK_ALL,T006_019,Kasra,0,S006
R006,WEEK_ALL,T006_020,Kasra,0,S006
R006,WEEK_ALL,T006_021,Kasra,0,S006
R006,WEEK_ALL,T006_022,Kasra,0,S006
R006,WEEK_ALL,T006_023,Kasra,0,S006
R006,WEEK_ALL,T006_024,Kasra,0,S006
R006,WEEK_ALL,T006_025,Kasra,0,S006
R006,WEEK_ALL,T006_026,Kasra,0,S006
R006,WEEK_ALL,T006_027,Kasra,0,S006
R006,WEEK_ALL,T006_028,Kasra,0,S006
R006,WEEK_ALL,T006_029,Kasra,0,S006
R006,WEEK_ALL,T006_030,Kasra,0,S006
R006,WEEK_ALL,T006_031,Kasra,0,S006
R006,WEEK_ALL,T006_032,Kasra,0,S006
R006,WEEK_ALL,T006_033,Kasra,0,S006
R006,WEEK_ALL,T006_034,Kasra,0,S006
R006,WEEK_ALL,T006_035,Kasra,0,S006
R006,WEEK_ALL,T006_036,Kasra,0,S006
R006,WEEK_ALL,T006_037,Kasra,0,S006
R006,WEEK_ALL,T006_038,Kasra,0,S006
R006,WEEK_ALL,T006_039,Kasra,0,S006
R006,WEEK_ALL,T006_040,Kasra,0,S006
R006,WEEK_ALL,T006_041,Kasra,0,S006
R007,WEEK_ALL,T007_001,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_002,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_003,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_004,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_005,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_006,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_007,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_008,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_009,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_010,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_011,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_012,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_013,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_014,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_015,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_016,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_017,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_018,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_019,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_020,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_021,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_022,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_023,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_024,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_025,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_026,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_027,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_028,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_029,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_030,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_031,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_032,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_033,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_034,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_035,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_036,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_037,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_038,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_039,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_040,El Sayed Metwaly,0,S007
R007,WEEK_ALL,T007_041,El Sayed Metwaly,0,S007
R008,WEEK_ALL,T008_001,Al Salam,0,S008
R008,WEEK_ALL,T008_002,Al Salam,0,S008
R008,WEEK_ALL,T008_003,Al Salam,0,S008
R008,WEEK_ALL,T008_004,Al Salam,0,S008
R008,WEEK_ALL,T008_005,Al Salam,0,S008
R008,WEEK_ALL,T008_006,Al Salam,0,S008
R008,WEEK_ALL,T008_007,Al Salam,0,S008
R008,WEEK_ALL,T008_008,Al Salam,0,S008
R008,WEEK_ALL,T008_009,Al Salam,0,S008
R008,WEEK_ALL,T008_010,Al Salam,0,S008
R008,WEEK_ALL,T008_011,Al Salam,0,S008
R008,WEEK_ALL,T008_012,Al Salam,0,S008
R008,WEEK_ALL,T008_013,Al Salam,0,S008
R008,WEEK_ALL,T008_014,Al Salam,0,S008
R008,WEEK_ALL,T008_015,Al Salam,0,S008
R008,WEEK_ALL,T008_016,Al Salam,0,S008
R008,WEEK_ALL,T008_017,Al Salam,0,S008
R008,WEEK_ALL,T008_018,Al Salam,0,S008
R008,WEEK_ALL,T008_019,Al Salam,0,S008
R008,WEEK_ALL,T008_020,Al Salam,0,S008
R008,WEEK_ALL,T008_021,Al Salam,0,S008
R008,WEEK_ALL,T008_022,Al Salam,0,S008
R008,WEEK_ALL,T008_023,Al Salam,0,S008
R008,WEEK_ALL,T008_024,Al Salam,0,S008
R008,WEEK_ALL,T008_025,Al Salam,0,S008
R008,WEEK_ALL,T008_026,Al Salam,0,S008
R008,WEEK_ALL,T008_027,Al Salam,0,S008
R008,WEEK_ALL,T008_028,Al Salam,0,S008
R008,WEEK_ALL,T008_029,Al Salam,0,S008
R008,WEEK_ALL,T008_030,Al Salam,0,S008
R008,WEEK_ALL,T008_031,Al Salam,0,S008
R008,WEEK_ALL,T008_032,Al Salam,0,S008
R008,WEEK_ALL,T008_033,Al Salam,0,S008
R008,WEEK_ALL,T008_034,Al Salam,0,S008
R008,WEEK_ALL,T008_035,Al Salam,0,S008
R008,WEEK_ALL,T008_036,Al Salam,0,S008
R008,WEEK_ALL,T008_037,Al Salam,0,S008
R008,WEEK_ALL,T008_038,Al Salam,0,S008
R008,WEEK_ALL,T008_039,Al Salam,0,S008
R008,WEEK_ALL,T008_040,Al Salam,0,S008
R008,WEEK_ALL,T008_041,Al Salam,0,S008
R009,WEEK_ALL,T009_001,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_002,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_003,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_004,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_005,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_006,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_007,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_008,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_009,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_010,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_011,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_012,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_013,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_014,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_015,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_016,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_017,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_018,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_019,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_020,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_021,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_022,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_023,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_024,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_025,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_026,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_027,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_028,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_029,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_030,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_031,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_032,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_033,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_034,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_035,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_036,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_037,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_038,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_039,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_040,Ferry Port Fouad Port Said,0,S009
R009,WEEK_ALL,T009_041,Ferry Port Fouad Port Said,0,S009
R010,WEEK_ALL,T010_001,Al Maashat,0,S010
R010,WEEK_ALL,T010_002,Al Maashat,0,S010
R010,WEEK_ALL,T010_003,Al Maashat,0,S010
R010,WEEK_ALL,T010_004,Al Maashat,0,S010
R010,WEEK_ALL,T010_005,Al Maashat,0,S010
R010,WEEK_ALL,T010_006,Al Maashat,0,S010
R010,WEEK_ALL,T010_007,Al Maashat,0,S010
R010,WEEK_ALL,T010_008,Al Maashat,0,S010
R010,WEEK_ALL,T010_009,Al Maashat,0,S010
R010,WEEK_ALL,T010_010,Al Maashat,0,S010
R010,WEEK_ALL,T010_011,Al Maashat,0,S010
R010,WEEK_ALL,T010_012,Al Maashat,0,S010
R010,WEEK_ALL,T010_013,Al Maashat,0,S010
R010,WEEK_ALL,T010_014,Al Maashat,0,S010
R010,WEEK_ALL,T010_015,Al Maashat,0,S010
R010,WEEK_ALL,T010_016,Al Maashat,0,S010
R010,WEEK_ALL,T010_017,Al Maashat,0,S010
R010,WEEK_ALL,T010_018,Al Maashat,0,S010
R010,WEEK_ALL,T010_019,Al Maashat,0,S010
R010,WEEK_ALL,T010_020,Al Maashat,0,S010
R010,WEEK_ALL,T010_021,Al Maashat,0,S010
R010,WEEK_ALL,T010_022,Al Maashat,0,S010
R010,WEEK_ALL,T010_023,Al Maashat,0,S010
R010,WEEK_ALL,T010_024,Al Maashat,0,S010
R010,WEEK_ALL,T010_025,Al Maashat,0,S010
R010,WEEK_ALL,T010_026,Al Maashat,0,S010
R010,WEEK_ALL,T010_027,Al Maashat,0,S010
R010,WEEK_ALL,T010_028,Al Maashat,0,S010
R010,WEEK_ALL,T010_029,Al Maashat,0,S010
R010,WEEK_ALL,T010_030,Al Maashat,0,S010
R010,WEEK_ALL,T010_031,Al Maashat,0,S010
R010,WEEK_ALL,T010_032,Al Maashat,0,S010
R010,WEEK_ALL,T010_033,Al Maashat,0,S010
R010,WEEK_ALL,T010_034,Al Maashat,0,S010
R010,WEEK_ALL,T010_035,Al Maashat,0,S010
R010,WEEK_ALL,T010_036,Al Maashat,0,S010
R010,WEEK_ALL,T010_037,Al Maashat,0,S010
R010,WEEK_ALL,T010_038,Al Maashat,0,S010
R010,WEEK_ALL,T010_039,Al Maashat,0,S010
R010,WEEK_ALL,T010_040,Al Maashat,0,S010
R010,WEEK_ALL,T010_041,Al Maashat,0,S010
R011,WEEK_ALL,T011_001,Abu Bakr,0,S011
R011,WEEK_ALL,T011_002,Abu Bakr,0,S011
R011,WEEK_ALL,T011_003,Abu Bakr,0,S011
R011,WEEK_ALL,T011_004,Abu Bakr,0,S011
R011,WEEK_ALL,T011_005,Abu Bakr,0,S011
R011,WEEK_ALL,T011_006,Abu Bakr,0,S011
R011,WEEK_ALL,T011_007,Abu Bakr,0,S011
R011,WEEK_ALL,T011_008,Abu Bakr,0,S011
R011,WEEK_ALL,T011_009,Abu Bakr,0,S011
R011,WEEK_ALL,T011_010,Abu Bakr,0,S011
R011,WEEK_ALL,T011_011,Abu Bakr,0,S011
R011,WEEK_ALL,T011_012,Abu Bakr,0,S011
R011,WEEK_ALL,T011_013,Abu Bakr,0,S011
R011,WEEK_ALL,T011_014,Abu Bakr,0,S011
R011,WEEK_ALL,T011_015,Abu Bakr,0,S011
R011,WEEK_ALL,T011_016,Abu Bakr,0,S011
R011,WEEK_ALL,T011_017,Abu Bakr,0,S011
R011,WEEK_ALL,T011_018,Abu Bakr,0,S011
R011,WEEK_ALL,T011_019,Abu Bakr,0,S011
R011,WEEK_ALL,T011_020,Abu Bakr,0,S011
R011,WEEK_ALL,T011_021,Abu Bakr,0,S011
R011,WEEK_ALL,T011_022,Abu Bakr,0,S011
R011,WEEK_ALL,T011_023,Abu Bakr,0,S011
R011,WEEK_ALL,T011_024,Abu Bakr,0,S011
R011,WEEK_ALL,T011_025,Abu Bakr,0,S011
R011,WEEK_ALL,T011_026,Abu Bakr,0,S011
R011,WEEK_ALL,T011_027,Abu Bakr,0,S011
R011,WEEK_ALL,T011_028,Abu Bakr,0,S011
R011,WEEK_ALL,T011_029,Abu Bakr,0,S011
R011,WEEK_ALL,T011_030,Abu Bakr,0,S011
R011,WEEK_ALL,T011_031,Abu Bakr,0,S011
R011,WEEK_ALL,T011_032,Abu Bakr,0,S011
R011,WEEK_ALL,T011_033,Abu Bakr,0,S011
R011,WEEK_ALL,T011_034,Abu Bakr,0,S011
R011,WEEK_ALL,T011_035,Abu Bakr,0,S011
R011,WEEK_ALL,T011_036,Abu Bakr,0,S011
R011,WEEK_ALL,T011_037,Abu Bakr,0,S011
R011,WEEK_ALL,T011_038,Abu Bakr,0,S011
R011,WEEK_ALL,T011_039,Abu Bakr,0,S011
R011,WEEK_ALL,T011_040,Abu Bakr,0,S011
R011,WEEK_ALL,T011_041,Abu Bakr,0,S011
R012,WEEK_ALL,T012_001,Al Obour,0,S012
R012,WEEK_ALL,T012_002,Al Obour,0,S012
R012,WEEK_ALL,T012_003,Al Obour,0,S012
R012,WEEK_ALL,T012_004,Al Obour,0,S012
R012,WEEK_ALL,T012_005,Al Obour,0,S012
R012,WEEK_ALL,T012_006,Al Obour,0,S012
R012,WEEK_ALL,T012_007,Al Obour,0,S012
R012,WEEK_ALL,T012_008,Al Obour,0,S012
R012,WEEK_ALL,T012_009,Al Obour,0,S012
R012,WEEK_ALL,T012_010,Al Obour,0,S012
R012,WEEK_ALL,T012_011,Al Obour,0,S012
